"parental_income","working","study_time","course_b","course_a","relevant_knowledge","course_x","gender","math_aptitude","high_school_math","course_c"
"high","no","3-6","passed","passed","most","passed","f","avg","C","failed"
"high","yes","1-3","passed","failed","most","passed","f","avg","C","failed"
"high","no","3-6","failed","passed","most","passed","f","avg","D","passed"
"avg","no","1-3","failed","passed","none","failed","m","avg","B","passed"
"high","no","1-3","failed","failed","none","failed","f","avg","D","failed"
"low","yes","0-1","passed","failed","some","failed","f","avg","A","failed"
"high","no","6-12","passed","passed","most","failed","f","avg","A","passed"
"low","yes","3-6","passed","passed","none","failed","f","avg","B","failed"
"avg","yes","1-3","passed","passed","some","passed","f","avg","B","passed"
"high","no","1-3","failed","failed","none","failed","f","avg","C","passed"
"avg","yes","0-1","failed","failed","none","failed","f","avg","C","passed"
"low","no","3-6","passed","passed","most","passed","f","avg","B","failed"
"avg","no","1-3","failed","passed","some","failed","m","high","C","passed"
"high","no","6-12","failed","passed","some","failed","f","avg","C","failed"
"low","yes","0-1","failed","failed","none","failed","f","avg","A","failed"
"high","no","0-1","failed","failed","some","failed","m","avg","C","passed"
"low","yes","1-3","failed","failed","none","failed","m","high","D","passed"
"low","yes","0-1","failed","failed","none","failed","m","avg","D","passed"
"avg","yes","1-3","failed","passed","some","failed","m","low","D","failed"
"avg","no","0-1","failed","failed","none","failed","f","avg","A","passed"
"high","no","1-3","failed","failed","none","failed","f","avg","D","failed"
"low","yes","0-1","failed","failed","none","failed","m","low","D","passed"
"avg","no","3-6","passed","passed","some","passed","f","avg","B","passed"
"avg","no","1-3","failed","failed","none","failed","m","low","D","passed"
"avg","yes","0-1","failed","passed","most","passed","m","low","D","failed"
"high","no","1-3","failed","failed","none","passed","f","high","C","passed"
"high","no","3-6","passed","passed","none","failed","f","avg","D","failed"
"low","yes","1-3","passed","failed","most","passed","f","low","C","failed"
"avg","no","3-6","failed","passed","none","failed","m","high","A","passed"
"low","yes","1-3","passed","passed","most","passed","f","low","D","failed"
"low","no","3-6","failed","passed","most","passed","f","avg","A","failed"
"avg","yes","3-6","passed","passed","most","passed","f","high","D","passed"
"avg","no","6-12","passed","passed","some","failed","m","high","A","passed"
"low","yes","1-3","passed","failed","none","failed","f","low","C","failed"
"low","yes","3-6","passed","passed","some","failed","m","avg","D","passed"
"avg","no","0-1","failed","failed","none","failed","f","high","A","passed"
"avg","yes","3-6","passed","failed","some","passed","f","low","D","failed"
"avg","no","6-12","passed","passed","some","passed","m","high","C","passed"
"low","yes","3-6","passed","passed","most","failed","m","avg","A","passed"
"low","yes","0-1","failed","failed","none","failed","f","avg","C","passed"
"high","no","3-6","passed","failed","some","passed","f","low","C","failed"
"avg","no","3-6","failed","failed","none","failed","f","avg","B","failed"
"avg","no","3-6","failed","failed","none","failed","f","avg","A","failed"
"avg","yes","0-1","failed","failed","none","failed","f","avg","B","passed"
"avg","yes","1-3","failed","failed","none","failed","f","avg","C","failed"
"low","yes","0-1","failed","failed","none","failed","m","low","D","failed"
"high","no","1-3","failed","passed","some","passed","f","avg","C","passed"
"avg","no","6-12","passed","passed","some","passed","m","avg","A","passed"
"high","yes","0-1","passed","failed","most","passed","f","avg","A","passed"
"low","yes","3-6","passed","failed","some","passed","m","low","C","failed"
"low","yes","1-3","passed","failed","none","passed","f","avg","A","failed"
"low","yes","6-12","passed","passed","some","passed","f","avg","B","failed"
"avg","yes","0-1","failed","failed","none","failed","m","low","D","passed"
"avg","no","6-12","failed","passed","some","failed","f","avg","B","passed"
"avg","yes","3-6","passed","passed","some","passed","m","avg","B","failed"
"avg","yes","0-1","failed","failed","none","failed","f","avg","A","failed"
"low","yes","3-6","passed","failed","none","failed","m","avg","D","passed"
"avg","yes","1-3","passed","failed","some","passed","f","avg","B","failed"
"avg","yes","1-3","passed","failed","none","failed","m","avg","B","passed"
"high","no","1-3","passed","passed","some","passed","f","avg","C","passed"
"low","yes","0-1","failed","failed","none","failed","m","low","C","failed"
"low","yes","1-3","failed","passed","some","failed","m","low","C","failed"
"low","yes","1-3","failed","failed","none","failed","f","low","D","passed"
"high","no","3-6","passed","passed","some","passed","f","low","D","failed"
"avg","yes","1-3","passed","passed","most","passed","m","low","D","failed"
"high","no","3-6","passed","failed","none","failed","m","avg","A","passed"
"high","no","6-12","failed","passed","some","failed","f","low","D","failed"
"low","yes","1-3","passed","passed","some","failed","m","high","A","failed"
"high","no","0-1","failed","failed","none","passed","m","high","D","passed"
"low","no","1-3","failed","failed","none","failed","f","high","B","passed"
"low","yes","1-3","passed","passed","some","failed","m","avg","B","failed"
"low","yes","1-3","failed","failed","none","failed","f","avg","C","passed"
"high","no","1-3","passed","failed","none","failed","f","low","D","failed"
"low","no","0-1","passed","failed","none","failed","f","avg","B","passed"
"avg","no","6-12","passed","passed","some","failed","m","avg","C","passed"
"avg","yes","1-3","passed","failed","none","passed","f","avg","B","failed"
"low","no","0-1","failed","failed","none","failed","f","avg","A","passed"
"low","no","1-3","passed","failed","most","failed","f","low","D","failed"
"low","no","3-6","failed","passed","some","passed","m","high","C","passed"
"high","yes","3-6","failed","failed","none","failed","f","low","D","failed"
"low","no","3-6","passed","passed","most","passed","f","high","A","passed"
"avg","yes","3-6","passed","failed","some","passed","m","low","C","failed"
"high","no","3-6","passed","passed","some","passed","f","avg","C","failed"
"avg","no","1-3","passed","passed","some","passed","f","avg","A","passed"
"low","yes","1-3","passed","failed","some","passed","f","avg","C","passed"
"avg","no","1-3","passed","passed","most","passed","f","avg","D","failed"
"avg","no","3-6","passed","passed","some","passed","f","avg","C","passed"
"avg","yes","1-3","passed","failed","some","passed","f","avg","B","passed"
"high","no","3-6","passed","failed","none","failed","m","avg","D","passed"
"avg","no","1-3","passed","failed","most","failed","m","low","A","failed"
"high","no","1-3","passed","passed","some","passed","f","avg","C","passed"
"low","yes","0-1","failed","failed","none","failed","f","avg","C","failed"
"high","no","1-3","passed","failed","some","failed","f","avg","B","failed"
"high","no","1-3","passed","failed","none","failed","f","avg","B","failed"
"high","no","0-1","failed","failed","none","failed","m","low","C","failed"
"avg","no","3-6","passed","passed","most","failed","f","avg","B","failed"
"avg","no","0-1","failed","passed","some","passed","m","avg","D","passed"
"avg","no","1-3","failed","failed","none","failed","f","low","D","passed"
"high","yes","0-1","failed","failed","none","passed","f","high","A","passed"
"high","no","0-1","failed","failed","some","passed","f","avg","B","failed"
"avg","no","3-6","passed","passed","some","failed","m","high","B","passed"
"high","yes","3-6","passed","failed","most","passed","m","low","D","failed"
"low","no","6-12","passed","passed","none","failed","f","avg","B","passed"
"high","no","3-6","passed","passed","most","passed","m","high","A","passed"
"avg","yes","3-6","passed","passed","most","failed","f","avg","B","passed"
"low","yes","1-3","passed","failed","none","failed","m","avg","C","failed"
"low","no","3-6","passed","passed","most","passed","f","avg","B","failed"
"low","yes","1-3","passed","failed","some","passed","m","avg","A","passed"
"high","yes","1-3","failed","failed","none","failed","f","avg","C","passed"
"avg","yes","1-3","failed","failed","none","failed","f","avg","B","passed"
"high","no","1-3","failed","passed","some","passed","f","avg","D","passed"
"high","no","0-1","failed","failed","none","failed","f","low","C","passed"
"avg","yes","0-1","failed","passed","none","failed","m","avg","D","passed"
"avg","no","3-6","passed","passed","some","failed","f","low","D","failed"
"avg","yes","3-6","passed","failed","some","passed","f","avg","A","passed"
"avg","no","3-6","passed","passed","most","passed","m","high","A","passed"
"avg","no","6-12","passed","passed","some","failed","f","avg","C","failed"
"high","no","3-6","passed","passed","most","passed","f","avg","C","passed"
"high","yes","0-1","failed","passed","none","failed","m","low","B","passed"
"low","yes","6-12","passed","passed","most","failed","m","avg","C","passed"
"avg","no","3-6","passed","failed","some","failed","f","low","D","failed"
"avg","yes","0-1","failed","failed","none","passed","f","avg","B","passed"
"avg","yes","0-1","failed","failed","none","failed","f","avg","A","failed"
"low","yes","1-3","passed","passed","most","passed","m","avg","C","failed"
"low","yes","1-3","failed","passed","some","failed","f","avg","A","failed"
"avg","no","1-3","passed","failed","none","failed","m","low","D","failed"
"avg","no","3-6","failed","passed","none","failed","m","avg","D","passed"
"high","no","1-3","passed","failed","most","passed","f","avg","C","failed"
"low","yes","0-1","failed","passed","some","passed","m","high","C","failed"
"avg","no","1-3","failed","passed","none","failed","m","avg","B","passed"
"low","no","3-6","passed","passed","some","failed","m","high","A","passed"
"high","yes","0-1","failed","failed","none","failed","f","avg","D","passed"
"low","yes","3-6","failed","passed","some","passed","m","avg","B","passed"
"low","yes","0-1","failed","passed","most","passed","f","high","C","passed"
"high","no","3-6","passed","passed","some","passed","f","high","A","passed"
"low","yes","3-6","passed","failed","none","failed","m","avg","A","passed"
"high","yes","0-1","passed","failed","some","failed","m","avg","A","failed"
"low","yes","3-6","passed","passed","most","passed","m","high","A","passed"
"high","no","1-3","failed","failed","none","failed","m","avg","D","passed"
"avg","no","3-6","failed","passed","most","passed","m","avg","A","failed"
"high","yes","0-1","failed","failed","none","failed","f","avg","C","passed"
"avg","yes","1-3","passed","passed","most","passed","m","avg","C","passed"
"high","no","0-1","passed","failed","some","passed","f","avg","B","failed"
"avg","no","0-1","failed","failed","none","failed","m","avg","B","failed"
"high","no","3-6","failed","passed","none","failed","f","avg","C","passed"
"avg","no","0-1","failed","failed","some","failed","f","avg","C","passed"
"high","no","1-3","passed","passed","some","passed","m","high","A","passed"
"low","yes","1-3","passed","failed","some","failed","f","avg","B","passed"
"high","yes","0-1","failed","failed","none","failed","f","avg","A","passed"
"low","yes","1-3","passed","failed","none","failed","f","high","B","passed"
"low","yes","0-1","passed","failed","none","passed","f","avg","D","passed"
"avg","no","3-6","passed","passed","some","passed","f","avg","A","passed"
"avg","no","1-3","failed","failed","none","failed","f","avg","A","passed"
"high","no","3-6","passed","passed","most","passed","f","high","B","passed"
"high","no","1-3","passed","failed","none","failed","m","high","B","failed"
"avg","yes","1-3","passed","failed","some","failed","f","low","D","failed"
"avg","yes","1-3","passed","passed","some","passed","f","avg","D","passed"
"low","yes","0-1","failed","passed","none","failed","f","avg","D","passed"
